Rank,Rank 2023,Rank 2022,Name,Country,Sector,Absolute Growth Rate (%),Compound Annual Growth Rate (%),Revenue 2022 (€),Revenue 2019 (€),Number of employees 2022,Number of employees 2019,Founding Year
933,699.0,205.0,Landbay,UK,"Fintech, Fin Serv & Insurance",168.5,39.0,24327445,9496781,145,97.0,2013
934,552.0,,DBM,Germany,Waste mgmt & recycling,168.3,39.0,4296426,1601327,100,50.0,2018
935,,,Eesti Metsameister,Estonia,"Agri, Forestry & Fishing",168.2,38.9,18990005,7079752,25,12.0,2012
936,655.0,671.0,Investmentpunk Academy,Austria,Education & Social Services,168.2,38.9,4512172,1682414,9,10.0,2016
937,,,Hanse Mondial,Germany,Hospitality & Travel,168.2,38.9,10779819,4019584,52,21.0,2017
938,649.0,,Woodrow,UK,Advertising & Marketing,168.1,38.9,2579115,1008279,24,4.0,2018
939,,,Nicolis Project,Italy,IT & Software,167.9,38.9,40909665,15268183,45,40.0,2006
940,,625.0,isg Express Logistik,Germany,Logistics & Transportation,167.8,38.9,14992623,5599281,64,24.0,2011
941,,,Bail Art,France,Leisure & Entertainment,167.7,38.9,15080076,5633147,11,4.0,2009
942,,,Project X Paris,France,Apparel & Fashion,167.7,38.8,50106146,18719367,210,130.0,2013
943,302.0,190.0,Podium Advanced Technologies,Italy,Automotive,167.6,38.8,24943348,9320561,65,31.0,2011
944,,,Ruffato Mario,Italy,Construction & Engineering,167.4,38.8,24335100,9101518,33,35.0,1950
945,,,Ad’s up Consulting,France,Advertising & Marketing,167.0,38.7,19990000,7487000,130,66.0,2012
946,596.0,317.0,therapiezentrum.com,Germany,Health Care & Life Sciences,166.6,38.7,5759621,2160000,111,47.0,2017
947,,,Smart People,Italy,Energy & Utilities,166.6,38.7,9787130,3671095,29,9.0,2017
948,,,Lbi Cooperative,France,Health Care & Life Sciences,166.5,38.6,189816363,71223047,12,11.0,1998
949,286.0,,Schropp,Germany,Wholesale,166.3,38.6,6555846,2461612,1,1.0,2019
950,,,Active Technologies,Italy,Manufacturing,166.1,38.6,3180069,1194974,14,9.0,2003
951,,,Care to Beauty,Portugal,Retail,165.8,38.5,17556712,6605761,47,22.0,2015
952,890.0,,Blue Ocean Finance,Italy,Management Consulting,165.6,38.5,2615553,984776,10,12.0,2018
953,551.0,225.0,Syntio,Croatia,IT & Software,165.1,38.4,5588129,2108296,81,17.0,2017
954,,401.0,DyFlowing,Italy,IT & Software,164.6,38.3,4354941,1645954,65,20.0,2016
955,,,I-Vet,Italy,Pharma & Cosmetics,164.3,38.3,4354509,1647383,22,15.0,2012
956,,,Mi Tienda de Arte,Spain,Ecommerce,164.2,38.2,21995290,8325228,62,32.0,2013
957,,,Obel Natursteine,Germany,Construction & Engineering,164.2,38.2,3978636,1505935,24,7.0,1997
958,,,I.T.E.,Italy,Energy & Utilities,164.0,38.2,17880984,6772775,35,37.0,2012
959,,592.0,Plug In Digital,France,Leisure & Entertainment,163.1,38.0,24389362,9270859,50,21.0,2012
960,,,Claranet,Italy,IT & Software,163.0,38.0,7200587,2737397,45,40.0,2016
961,,,Celeste,France,Media & Telecoms,162.6,38.0,123280000,46946000,617,121.0,2001
962,,,Burgez,Italy,Food & Beverages,162.4,37.9,11947613,4552811,155,76.0,2015
963,886.0,668.0,Discoup.com,Italy,Advertising & Marketing,162.4,37.9,3918633,1493252,17,6.0,2013
964,,,K&R Ausbauteam,Germany,Construction & Engineering,161.9,37.8,17730000,6768699,58,30.0,2015
965,198.0,,Power Plus Communications (PPC),Germany,Media & Telecoms,161.9,37.8,31717138,12108618,90,76.0,2000
966,,,TMC,Germany,Wholesale,161.6,37.8,13947780,5330940,9,3.0,2008
967,,,Waldkraft,Germany,Manufacturing,161.2,37.7,3639459,1393475,39,18.0,2017
968,821.0,316.0,Hemisphere,France,Real Estate,161.1,37.7,7257834,2779866,12,6.0,2017
969,,,Leomed,Italy,Wholesale,160.9,37.7,1857200,711728,3,3.0,1989
970,675.0,624.0,Platform.sh,France,IT & Software,160.8,37.6,40164000,15402000,314,159.0,2014
971,,,ODB Magneti,Italy,Manufacturing,160.7,37.6,2506972,961668,5,2.0,1989
972,894.0,565.0,Zanatta media group,Germany,Advertising & Marketing,160.3,37.6,14268601,5481643,14,12.0,2008
973,,,Uprise,Croatia,IT & Software,160.1,37.5,1500174,576769,19,7.0,2017
974,,,Spotview,Italy,Advertising & Marketing,160.1,37.5,3379236,1299246,22,12.0,2006
975,,,Nature Dog,France,Retail,160.1,37.5,12200846,4691423,26,11.0,2011
976,,,Lionard Luxury Real Estate,Italy,Real Estate,160.0,37.5,26813842,10312002,15,4.0,2008
977,,,Ipses,Italy,Mech & Plant Engineering,160.0,37.5,2603233,1001212,19,13.0,2003
978,646.0,,OdeGam,France,Construction & Engineering,160.0,37.5,1684458,647949,22,12.0,2016
979,639.0,,MHC,Germany,Employment Services,159.6,37.4,8988994,3463095,12,10.0,2018
980,,,Jungle,Spain,Advertising & Marketing,159.2,37.4,19859444,7661576,191,80.0,2018
981,781.0,519.0,Spiegel21.de,Germany,Ecommerce,159.1,37.3,18141615,7002533,180,60.0,2013
982,,,Andorrano,Spain,Ecommerce,159.0,37.3,22390780,8645847,12,6.0,1968
983,,523.0,Beck Ingredients,Spain,Health Care & Life Sciences,158.7,37.3,15487712,5987469,8,5.0,2016
984,,,Buffa Store,Italy,Wholesale,157.6,37.1,9495312,3686201,22,13.0,2012
985,,,Elettro A.M. S.a.s. Ardian Mezini & Co,Italy,Manufacturing,157.3,37.0,3508762,1363511,15,10.0,2006
986,714.0,,La Financière d’Orion,France,"Fintech, Fin Serv & Insurance",156.6,36.9,27202807,10599513,36,22.0,2009
987,,,Gexx aeroSol,Germany,Energy & Utilities,156.6,36.9,19895278,7754329,128,47.0,2011
988,,,Rak Et Spa Services,France,Food & Beverages,156.5,36.9,16639248,6487824,22,10.0,2008
989,,,bizforward,Germany,Employment Services,156.3,36.9,7640865,2980829,17,10.0,2015
990,,,Reverse,Italy,Employment Services,156.2,36.8,9465380,3693884,78,47.0,2016
991,,,Solarservice Norddeutschland,Germany,Energy & Utilities,156.2,36.8,10424195,4068998,35,2.0,2013
992,,766.0,Laboratoires Dermosun,France,Chemicals,155.8,36.8,9045966,3536850,14,11.0,2011
993,,506.0,Xl Energies,France,Energy & Utilities,155.6,36.7,19796364,7744005,15,9.0,2014
994,,,We Exhibit,Italy,"Prof, Scientific & Tech Serv",155.6,36.7,6797254,2659574,22,13.0,2015
995,387.0,,Schmidt Überdachungen,Germany,Manufacturing,154.6,36.5,6803837,2672870,30,19.0,2013
996,,,SMA Road Safety,Italy,Construction & Engineering,154.1,36.5,11260262,4430964,27,12.0,2012
997,,,MoreToTrade,Italy,Food & Beverages,153.5,36.4,1624907,640996,5,4.0,2014
998,,,Phronema,Italy,Pharma & Cosmetics,153.3,36.3,3545681,1399801,6,4.0,2011
999,,,RDS,Germany,"Prof, Scientific & Tech Serv",153.3,36.3,2910592,1149193,36,10.0,2017
1000,,385.0,Gea Service,Italy,Waste mgmt & recycling,153.2,36.3,10535000,4160332,174,85.0,2015
